word,count
internationalization,928140
internationalisation,320999
institutionalization,260421
electrophysiological,224576
hypercholesterolemia,178294
acetylcholinesterase,147849
uncharacteristically,113449
electrocardiographic,81666
compartmentalization,71704
institutionalisation,70791
tetrahydrocannabinol,64037
electroencephalogram,63422
counterrevolutionary,59945
magnetohydrodynamics,46420
hypercholesterolemic,33603
keratoconjunctivitis,33249
indistinguishability,20662
otorhinolaryngologic,15467
nondeterministically,13037
